municipality_code,municipality,mean_rank,rank_standard_deviation,rank_1_acceptability,top_10_acceptability,top_quartile_acceptability
1501758,Brejo Grande do Araguaia,41.202133333333336,7.227668511737059,0.0,0.0,0.26884166666666665
1504455,Medicilândia,43.63441666666667,8.768777879103531,0.0,0.0,0.209425
1505809,Portel,41.689733333333336,9.456424690594682,0.0,0.0,0.35128333333333334
1500909,Augusto Corrêa,44.3171,6.748766375420012,0.0,0.0,0.15778333333333333
1505007,Nova Timboteua,42.93435,9.456673485472214,0.0,0.0,0.29623333333333335
1507458,São Geraldo do Araguaia,45.53420833333333,5.332808496148842,0.0,0.0,0.03225
1505494,Palestina do Pará,45.452775,13.357137410365095,0.0,0.0,0.26260833333333333
1500701,Anajás,52.84493333333333,9.078198481098706,0.0,0.0,0.05365
1507508,São João do Araguaia,50.824225,9.465161284910833,0.0,0.0,0.08147499999999999
1505650,Placas,53.021683333333335,5.771748420804161,0.0,0.0,0.0
1501600,Bonito,52.80520833333333,9.445221783522625,0.0,0.0,0.03861666666666667
1500131,Abel Figueiredo,55.640975,15.363020299278455,0.0,0.0,0.11138333333333335
1503093,Goianésia do Pará,55.417833333333334,6.358893926794359,0.0,0.0,0.0
1500347,Água Azul do Norte,56.6357,7.501528878168771,0.0,0.0,0.0001
1506609,Santa Maria do Pará,56.36281666666667,7.324250637418311,0.0,0.0,0.0
1508126,Ulianópolis,60.01974166666667,7.6313805173068365,0.0,0.0,0.0
1505304,Oriximiná,61.77444166666667,10.987888716139427,0.0,0.0,0.017883333333333334
1506351,Santa Bárbara do Pará,60.181266666666666,9.340843594784278,0.0,0.0,0.0
1507755,Sapucaia,60.8565,12.687670172914624,0.0,0.0,0.03200833333333334
1503754,Jacareacanga,62.89935833333333,9.163925446459292,0.0,0.0,0.003575
1504109,Magalhães Barata,63.48048333333333,5.8578681360817795,0.0,0.0,0.0
1504950,Nova Esperança do Piriá,65.71966666666667,10.896981075305003,0.0,0.0,0.0
1505205,Oeiras do Pará,65.89395,6.760125989765245,0.0,0.0,0.0
1505064,Novo Repartimento,65.47885,7.049957636574888,0.0,0.0,0.0
1504406,Marapanim,66.91701666666667,6.457838681250525,0.0,0.0,0.0
1508308,Viseu,64.71661666666667,11.667390191743355,0.0,0.0,0.0
1503044,Floresta do Araguaia,68.83499166666667,7.9553973659353225,0.0,0.0,0.0
1506104,Primavera,70.592325,6.936391431744227,0.0,0.0,0.0
1506187,Rondon do Pará,72.39461666666666,6.004599155624151,0.0,0.0,0.0
1502855,Curuá,73.262175,8.603713690574269,0.0,0.0,0.0
1500958,Aurora do Pará,71.24346666666666,12.565976841544092,0.0,0.0,0.0
1504307,Maracanã,74.983,7.8583603675745515,0.0,0.0,0.0
1504505,Melgaço,77.405375,11.256865880106545,0.0,0.0,0.0
1506708,Santana do Araguaia,75.18869166666667,9.757801346696723,0.0,0.0,0.0
1502905,Curuçá,77.36084166666667,10.333440131837191,0.0,0.0,0.0
1504059,Mãe do Rio,77.60541666666667,8.34110628112691,0.0,0.0,0.0
1504604,Mocajuba,78.33330833333333,5.272469113700985,0.0,0.0,0.0
1500503,Almeirim,80.11518333333333,11.913658105988647,0.0,0.0,0.0
1504703,Moju,80.15140833333334,7.225594590292464,0.0,0.0,0.0
1500206,Acará,82.486775,6.156988584747403,0.0,0.0,0.0
1507409,São Francisco do Pará,82.68753333333333,8.99798391764631,0.0,0.0,0.0
1506203,Salinópolis,82.94313333333334,10.16878390871898,0.0,0.0,0.0
1508209,Vigia,84.31006666666667,7.930942062299674,0.0,0.0,0.0
1507953,Tailândia,84.9295,6.643919256232182,0.0,0.0,0.0
1501907,Bujaru,86.38716666666667,8.37427123031536,0.0,0.0,0.0
1508357,Vitória do Xingu,86.81725833333333,9.758888110329556,0.0,0.0,0.0
1505486,Pacajá,87.55038333333333,8.355643493255942,0.0,0.0,0.0
1503903,Juruti,87.768425,9.467171243444893,0.0,0.0,0.0
1501782,Breu Branco,88.00279166666667,6.467709579642298,0.0,0.0,0.0
1502954,Eldorado do Carajás,94.094375,10.379774484996041,0.0,0.0,0.0
1507979,Terra Santa,91.33285,6.305811674757028,0.0,0.0,0.0
1506005,Prainha,94.199175,8.870655987733262,0.0,0.0,0.0
1504422,Marituba,94.72654166666666,6.427952930230931,0.0,0.0,0.0
1501105,Bagre,99.07799166666666,8.776260154526662,0.0,0.0,0.0
1502301,Capitão Poço,97.24813333333333,6.866751768404733,0.0,0.0,0.0
1508084,Tucumã,97.56995,7.074862095063488,0.0,0.0,0.0
1508035,Tracuateua,99.46360833333334,10.261821263625443,0.0,0.0,0.0
1502004,Cachoeira do Arari,100.22794166666667,6.279797045281869,0.0,0.0,0.0
1500305,Afuá,102.60216666666666,9.764017887404625,0.0,0.0,0.0
1503101,Gurupá,103.23755,10.348153780465719,0.0,0.0,0.0
1504976,Nova Ipixuna,102.81219166666666,7.694946590453413,0.0,0.0,0.0
1506559,Santa Luzia do Pará,103.910725,6.146217398344184,0.0,0.0,0.0
1501501,Benevides,103.93761666666667,11.596999252093395,0.0,0.0,0.0
1502939,Dom Eliseu,105.32813333333333,5.893211788339502,0.0,0.0,0.0
1502707,Conceição do Araguaia,106.30708333333334,7.448788480443413,0.0,0.0,0.0
1503804,Jacundá,108.06293333333333,4.663395336256719,0.0,0.0,0.0
1503077,Garrafão do Norte,108.25426666666667,7.215174873987661,0.0,0.0,0.0
1507300,São Félix do Xingu,108.45339166666666,7.483574969887816,0.0,0.0,0.0
1507706,São Sebastião da Boa Vista,110.36148333333334,9.758874412539656,0.0,0.0,0.0
1502756,Concórdia do Pará,110.051725,9.368953135634055,0.0,0.0,0.0
1506500,Santa Izabel do Pará,107.46735,7.681805385291991,0.0,0.0,0.0
1503507,Irituia,110.28771666666667,5.048623817740349,0.0,0.0,0.0
1503705,Itupiranga,114.00581666666666,5.016633947817069,0.0,0.0,0.0
1503457,Ipixuna do Pará,115.8076,5.854526645255107,0.0,0.0,0.0
1502509,Chaves,116.38388333333333,6.952223883026378,0.0,0.0,0.0
1506302,Salvaterra,117.03371666666666,4.4484375369023645,0.0,0.0,0.0
1507607,São Miguel do Guamá,117.67745833333333,7.2232224023121,0.0,0.0,0.0
1501204,Baião,118.74526666666667,4.935510199451507,0.0,0.0,0.0
1506138,Redenção,118.41083333333333,4.912860603106519,0.0,0.0,0.0
1500602,Altamira,121.25263333333334,6.558768410727367,0.0,0.0,0.0
1502400,Castanhal,122.38711666666667,7.708669838979153,0.0,0.0,0.0
1505908,Porto de Moz,121.61605833333333,5.126541764509947,0.0,0.0,0.0
1505536,Parauapebas,124.41929166666667,4.590915249881702,0.0,0.0,0.0
1505700,Ponta de Pedras,123.12246666666667,4.299967276877934,0.0,0.0,0.0
1507201,São Domingos do Capim,125.08886666666666,4.009572219355112,0.0,0.0,0.0
1508100,Tucuruí,126.74438333333333,2.3624620179781473,0.0,0.0,0.0
1501709,Bragança,128.1534,4.000762648962254,0.0,0.0,0.0
1506807,Santarém,128.68354166666666,3.037887828179563,0.0,0.0,0.0
1506161,Rio Maria,131.06686666666667,2.0570477669596756,0.0,0.0,0.0
1502152,Canaã dos Carajás,132.73421666666667,1.7008603371206006,0.0,0.0,0.0
1507904,Soure,133.72310833333333,2.101786384230018,0.0,0.0,0.0
1500800,Ananindeua,134.89786666666666,2.6935296760124188,0.0,0.0,0.0
1508407,Xinguara,134.84565833333335,1.8207654937575493,0.0,0.0,0.0
1501808,Breves,135.40905833333332,2.726165734739153,0.0,0.0,0.0
1505502,Paragominas,135.198975,2.095737885020545,0.0,0.0,0.0
1501402,Belém,137.217325,1.8076028816393346,0.0,0.0,0.0
1500107,Abaetetuba,139.39215833333333,1.5110328172919927,0.0,0.0,0.0
1503606,Itaituba,140.58035833333332,1.4300381830342583,0.0,0.0,0.0
1504208,Marabá,140.7307,1.0819091967423773,0.0,0.0,0.0
1501303,Barcarena,141.36449166666668,2.36116584725905,0.0,0.0,0.0
1502103,Cametá,142.7887,0.6401319994064147,0.0,0.0,0.0
1502202,Capanema,143.28170833333334,1.3526019671714111,0.0,0.0,0.0
